dataset,attack,alpha,round,n_flagged,n_rescued,n_rescued_correct,n_rescued_wrong
cifar-10,alie,0.1,11,3,2.0,2.0,0.0
cifar-10,alie,0.1,12,2,2.0,1.0,1.0
cifar-10,alie,0.1,13,1,0.0,0.0,0.0
cifar-10,alie,0.1,14,2,0.0,0.0,0.0
cifar-10,alie,0.1,15,2,0.0,0.0,0.0
cifar-10,alie,0.1,16,2,0.0,0.0,0.0
cifar-10,alie,0.1,17,4,0.0,0.0,0.0
cifar-10,alie,0.1,18,1,0.0,0.0,0.0
cifar-10,alie,0.1,19,3,0.0,0.0,0.0
cifar-10,alie,0.1,20,3,2.0,1.0,1.0
cifar-10,alie,0.1,21,4,1.0,1.0,0.0
cifar-10,alie,0.1,22,1,0.0,0.0,0.0
cifar-10,alie,0.1,23,4,0.0,0.0,0.0
cifar-10,alie,0.1,24,5,2.0,2.0,0.0
cifar-10,alie,0.1,25,3,1.0,1.0,0.0
cifar-10,alie,0.1,27,2,0.0,0.0,0.0
cifar-10,alie,0.1,28,2,0.0,0.0,0.0
cifar-10,alie,0.1,29,2,2.0,1.0,1.0
cifar-10,alie,0.1,31,3,1.0,1.0,0.0
cifar-10,alie,0.1,32,2,1.0,1.0,0.0
cifar-10,alie,0.1,33,1,0.0,0.0,0.0
cifar-10,alie,0.1,34,3,1.0,1.0,0.0
cifar-10,alie,0.1,35,2,0.0,0.0,0.0
cifar-10,alie,0.1,37,4,1.0,1.0,0.0
cifar-10,alie,0.1,38,4,2.0,1.0,1.0
cifar-10,alie,0.1,39,5,1.0,0.0,1.0
cifar-10,alie,0.1,40,2,0.0,0.0,0.0
cifar-10,alie,0.1,41,1,0.0,0.0,0.0
cifar-10,alie,0.1,42,1,1.0,1.0,0.0
cifar-10,alie,0.1,44,2,0.0,0.0,0.0
cifar-10,alie,0.1,45,4,0.0,0.0,0.0
cifar-10,alie,0.1,46,1,0.0,0.0,0.0
cifar-10,alie,0.1,47,3,0.0,0.0,0.0
cifar-10,alie,0.1,48,2,1.0,1.0,0.0
cifar-10,alie,0.1,49,3,0.0,0.0,0.0
cifar-10,alie,0.1,50,1,1.0,1.0,0.0
cifar-10,alie,0.25,11,3,3.0,1.0,2.0
cifar-10,alie,0.25,12,1,0.0,0.0,0.0
cifar-10,alie,0.25,13,3,3.0,0.0,3.0
cifar-10,alie,0.25,14,3,3.0,0.0,3.0
cifar-10,alie,0.25,15,2,2.0,1.0,1.0
cifar-10,alie,0.25,16,4,3.0,0.0,3.0
cifar-10,alie,0.25,17,1,1.0,0.0,1.0
cifar-10,alie,0.25,18,2,1.0,0.0,1.0
cifar-10,alie,0.25,19,1,1.0,0.0,1.0
cifar-10,alie,0.25,21,3,3.0,0.0,3.0
cifar-10,alie,0.25,22,3,3.0,0.0,3.0
cifar-10,alie,0.25,23,3,2.0,0.0,2.0
cifar-10,alie,0.25,24,1,1.0,0.0,1.0
cifar-10,alie,0.25,25,3,3.0,0.0,3.0
cifar-10,alie,0.25,26,1,1.0,0.0,1.0
cifar-10,alie,0.25,29,2,2.0,0.0,2.0
cifar-10,alie,0.25,30,1,1.0,0.0,1.0
cifar-10,alie,0.25,32,2,2.0,1.0,1.0
cifar-10,alie,0.25,33,3,3.0,0.0,3.0
cifar-10,alie,0.25,34,1,1.0,0.0,1.0
cifar-10,alie,0.25,35,1,1.0,0.0,1.0
cifar-10,alie,0.25,36,3,3.0,0.0,3.0
cifar-10,alie,0.25,37,3,3.0,0.0,3.0
cifar-10,alie,0.25,38,2,2.0,1.0,1.0
cifar-10,alie,0.25,39,2,2.0,0.0,2.0
cifar-10,alie,0.25,40,1,1.0,0.0,1.0
cifar-10,alie,0.25,41,2,2.0,0.0,2.0
cifar-10,alie,0.25,42,2,2.0,1.0,1.0
cifar-10,alie,0.25,43,2,2.0,0.0,2.0
cifar-10,alie,0.25,44,4,4.0,0.0,4.0
cifar-10,alie,0.25,45,2,2.0,0.0,2.0
cifar-10,alie,0.25,46,1,1.0,0.0,1.0
cifar-10,alie,0.25,47,2,2.0,1.0,1.0
cifar-10,alie,0.25,48,2,2.0,0.0,2.0
cifar-10,alie,0.25,49,1,1.0,1.0,0.0
cifar-10,alie,0.25,50,2,2.0,0.0,2.0
cifar-10,alie,0.5,11,7,7.0,7.0,0.0
cifar-10,alie,0.5,12,6,5.0,5.0,0.0
cifar-10,alie,0.5,13,6,6.0,6.0,0.0
cifar-10,alie,0.5,14,3,2.0,2.0,0.0
cifar-10,alie,0.5,15,2,2.0,1.0,1.0
cifar-10,alie,0.5,16,1,1.0,1.0,0.0
cifar-10,alie,0.5,18,5,5.0,5.0,0.0
cifar-10,alie,0.5,19,6,6.0,6.0,0.0
cifar-10,alie,0.5,20,2,2.0,2.0,0.0
cifar-10,alie,0.5,21,3,3.0,3.0,0.0
cifar-10,alie,0.5,22,3,3.0,3.0,0.0
cifar-10,alie,0.5,23,2,2.0,2.0,0.0
cifar-10,alie,0.5,24,4,4.0,4.0,0.0
cifar-10,alie,0.5,25,4,4.0,4.0,0.0
cifar-10,alie,0.5,26,5,5.0,5.0,0.0
cifar-10,alie,0.5,27,3,3.0,3.0,0.0
cifar-10,alie,0.5,28,4,4.0,4.0,0.0
cifar-10,alie,0.5,29,4,4.0,4.0,0.0
cifar-10,alie,0.5,30,3,3.0,3.0,0.0
cifar-10,alie,0.5,31,4,4.0,4.0,0.0
cifar-10,alie,0.5,32,4,4.0,4.0,0.0
cifar-10,alie,0.5,33,4,4.0,4.0,0.0
cifar-10,alie,0.5,34,2,2.0,2.0,0.0
cifar-10,alie,0.5,35,2,2.0,2.0,0.0
cifar-10,alie,0.5,36,2,2.0,2.0,0.0
cifar-10,alie,0.5,37,3,3.0,3.0,0.0
cifar-10,alie,0.5,38,3,3.0,3.0,0.0
cifar-10,alie,0.5,39,4,4.0,4.0,0.0
cifar-10,alie,0.5,41,2,2.0,2.0,0.0
cifar-10,alie,0.5,42,3,3.0,3.0,0.0
cifar-10,alie,0.5,43,3,3.0,3.0,0.0
cifar-10,alie,0.5,44,1,1.0,1.0,0.0
cifar-10,alie,0.5,45,4,4.0,4.0,0.0
cifar-10,alie,0.5,46,5,5.0,5.0,0.0
cifar-10,alie,0.5,47,1,1.0,1.0,0.0
cifar-10,alie,0.5,48,3,3.0,3.0,0.0
cifar-10,alie,0.5,49,3,2.0,1.0,1.0
cifar-10,alie,0.5,50,1,1.0,1.0,0.0
cifar-10,alie,1.0,11,1,1.0,1.0,0.0
cifar-10,alie,1.0,16,2,2.0,2.0,0.0
cifar-10,alie,1.0,17,3,3.0,3.0,0.0
cifar-10,alie,1.0,18,1,1.0,1.0,0.0
cifar-10,alie,1.0,20,2,2.0,2.0,0.0
cifar-10,alie,1.0,21,2,2.0,2.0,0.0
cifar-10,alie,1.0,22,1,1.0,1.0,0.0
cifar-10,alie,1.0,23,1,1.0,1.0,0.0
cifar-10,alie,1.0,24,1,1.0,1.0,0.0
cifar-10,alie,1.0,25,1,1.0,1.0,0.0
cifar-10,alie,1.0,26,1,1.0,1.0,0.0
cifar-10,alie,1.0,27,1,1.0,1.0,0.0
cifar-10,alie,1.0,29,2,2.0,2.0,0.0
cifar-10,alie,1.0,30,1,1.0,1.0,0.0
cifar-10,alie,1.0,32,1,1.0,1.0,0.0
cifar-10,alie,1.0,33,1,1.0,1.0,0.0
cifar-10,alie,1.0,34,1,1.0,1.0,0.0
cifar-10,alie,1.0,35,1,1.0,1.0,0.0
cifar-10,alie,1.0,36,1,1.0,1.0,0.0
cifar-10,alie,1.0,37,3,3.0,3.0,0.0
cifar-10,alie,1.0,38,1,1.0,1.0,0.0
cifar-10,alie,1.0,39,2,2.0,2.0,0.0
cifar-10,alie,1.0,40,2,2.0,2.0,0.0
cifar-10,alie,1.0,41,2,2.0,2.0,0.0
cifar-10,alie,1.0,43,2,2.0,2.0,0.0
cifar-10,alie,1.0,44,2,2.0,2.0,0.0
cifar-10,alie,1.0,45,1,1.0,1.0,0.0
cifar-10,alie,1.0,46,1,1.0,1.0,0.0
cifar-10,gaussian_noise,0.1,11,7,0.0,0.0,0.0
cifar-10,gaussian_noise,0.1,12,3,0.0,0.0,0.0
cifar-10,gaussian_noise,0.1,14,11,0.0,0.0,0.0
cifar-10,gaussian_noise,0.1,20,1,0.0,0.0,0.0
cifar-10,gaussian_noise,0.1,22,1,0.0,0.0,0.0
cifar-10,gaussian_noise,0.1,23,3,0.0,0.0,0.0
cifar-10,gaussian_noise,0.1,25,9,0.0,0.0,0.0
cifar-10,gaussian_noise,0.1,26,9,0.0,0.0,0.0
cifar-10,gaussian_noise,0.1,27,4,0.0,0.0,0.0
cifar-10,gaussian_noise,0.1,29,11,0.0,0.0,0.0
cifar-10,gaussian_noise,0.1,30,8,0.0,0.0,0.0
cifar-10,gaussian_noise,0.1,33,9,0.0,0.0,0.0
cifar-10,gaussian_noise,0.1,36,11,0.0,0.0,0.0
cifar-10,gaussian_noise,0.1,37,9,0.0,0.0,0.0
cifar-10,gaussian_noise,0.1,39,10,0.0,0.0,0.0
cifar-10,gaussian_noise,0.1,47,1,0.0,0.0,0.0
cifar-10,gaussian_noise,0.1,48,11,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,11,1,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,12,1,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,14,2,1.0,1.0,0.0
cifar-10,gaussian_noise,0.25,16,2,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,17,3,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,18,2,1.0,1.0,0.0
cifar-10,gaussian_noise,0.25,19,2,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,20,1,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,21,1,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,23,2,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,24,2,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,25,1,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,26,1,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,27,1,1.0,1.0,0.0
cifar-10,gaussian_noise,0.25,28,1,1.0,1.0,0.0
cifar-10,gaussian_noise,0.25,29,1,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,30,2,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,31,2,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,32,2,1.0,1.0,0.0
cifar-10,gaussian_noise,0.25,33,2,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,34,3,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,35,1,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,37,1,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,38,2,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,39,1,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,40,1,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,43,2,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,46,1,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,47,2,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,48,1,1.0,1.0,0.0
cifar-10,gaussian_noise,0.25,49,1,0.0,0.0,0.0
cifar-10,gaussian_noise,0.25,50,1,0.0,0.0,0.0
cifar-10,gaussian_noise,0.5,46,2,2.0,2.0,0.0
cifar-10,label_flip,0.1,11,3,0.0,0.0,0.0
cifar-10,label_flip,0.1,12,2,0.0,0.0,0.0
cifar-10,label_flip,0.1,13,1,0.0,0.0,0.0
cifar-10,label_flip,0.1,14,2,1.0,1.0,0.0
cifar-10,label_flip,0.1,15,2,0.0,0.0,0.0
cifar-10,label_flip,0.1,16,1,0.0,0.0,0.0
cifar-10,label_flip,0.1,17,4,1.0,1.0,0.0
cifar-10,label_flip,0.1,18,2,0.0,0.0,0.0
cifar-10,label_flip,0.1,19,1,0.0,0.0,0.0
cifar-10,label_flip,0.1,21,3,0.0,0.0,0.0
cifar-10,label_flip,0.1,22,2,2.0,1.0,1.0
cifar-10,label_flip,0.1,23,2,0.0,0.0,0.0
cifar-10,label_flip,0.1,24,1,0.0,0.0,0.0
cifar-10,label_flip,0.1,25,2,0.0,0.0,0.0
cifar-10,label_flip,0.1,26,4,0.0,0.0,0.0
cifar-10,label_flip,0.1,27,1,0.0,0.0,0.0
cifar-10,label_flip,0.1,28,2,0.0,0.0,0.0
cifar-10,label_flip,0.1,29,2,0.0,0.0,0.0
cifar-10,label_flip,0.1,30,2,0.0,0.0,0.0
cifar-10,label_flip,0.1,31,2,0.0,0.0,0.0
cifar-10,label_flip,0.1,32,1,1.0,1.0,0.0
cifar-10,label_flip,0.1,33,2,2.0,1.0,1.0
cifar-10,label_flip,0.1,34,1,0.0,0.0,0.0
cifar-10,label_flip,0.1,35,2,1.0,0.0,1.0
cifar-10,label_flip,0.1,36,5,2.0,1.0,1.0
cifar-10,label_flip,0.1,37,1,0.0,0.0,0.0
cifar-10,label_flip,0.1,38,2,1.0,1.0,0.0
cifar-10,label_flip,0.1,39,1,0.0,0.0,0.0
cifar-10,label_flip,0.1,40,1,0.0,0.0,0.0
cifar-10,label_flip,0.1,41,1,0.0,0.0,0.0
cifar-10,label_flip,0.1,42,1,0.0,0.0,0.0
cifar-10,label_flip,0.1,45,4,0.0,0.0,0.0
cifar-10,label_flip,0.1,46,2,0.0,0.0,0.0
cifar-10,label_flip,0.1,47,2,0.0,0.0,0.0
cifar-10,label_flip,0.1,48,3,0.0,0.0,0.0
cifar-10,label_flip,0.1,49,3,0.0,0.0,0.0
cifar-10,label_flip,0.1,50,1,0.0,0.0,0.0
cifar-10,label_flip,0.25,11,1,0.0,0.0,0.0
cifar-10,label_flip,0.25,12,2,2.0,0.0,2.0
cifar-10,label_flip,0.25,13,3,3.0,1.0,2.0
cifar-10,label_flip,0.25,14,2,2.0,0.0,2.0
cifar-10,label_flip,0.25,15,4,3.0,1.0,2.0
cifar-10,label_flip,0.25,16,2,2.0,0.0,2.0
cifar-10,label_flip,0.25,17,3,3.0,0.0,3.0
cifar-10,label_flip,0.25,18,2,2.0,1.0,1.0
cifar-10,label_flip,0.25,19,1,1.0,0.0,1.0
cifar-10,label_flip,0.25,20,2,2.0,0.0,2.0
cifar-10,label_flip,0.25,21,1,1.0,0.0,1.0
cifar-10,label_flip,0.25,22,2,2.0,0.0,2.0
cifar-10,label_flip,0.25,24,2,2.0,0.0,2.0
cifar-10,label_flip,0.25,25,3,3.0,1.0,2.0
cifar-10,label_flip,0.25,26,2,2.0,0.0,2.0
cifar-10,label_flip,0.25,28,2,2.0,0.0,2.0
cifar-10,label_flip,0.25,29,2,2.0,0.0,2.0
cifar-10,label_flip,0.25,30,1,1.0,0.0,1.0
cifar-10,label_flip,0.25,31,1,1.0,0.0,1.0
cifar-10,label_flip,0.25,32,2,2.0,0.0,2.0
cifar-10,label_flip,0.25,33,3,3.0,1.0,2.0
cifar-10,label_flip,0.25,34,2,2.0,0.0,2.0
cifar-10,label_flip,0.25,35,4,4.0,0.0,4.0
cifar-10,label_flip,0.25,36,3,3.0,1.0,2.0
cifar-10,label_flip,0.25,37,1,1.0,0.0,1.0
cifar-10,label_flip,0.25,38,2,2.0,0.0,2.0
cifar-10,label_flip,0.25,39,2,2.0,0.0,2.0
cifar-10,label_flip,0.25,40,2,2.0,0.0,2.0
cifar-10,label_flip,0.25,41,1,1.0,0.0,1.0
cifar-10,label_flip,0.25,42,2,2.0,0.0,2.0
cifar-10,label_flip,0.25,43,3,3.0,0.0,3.0
cifar-10,label_flip,0.25,44,1,1.0,0.0,1.0
cifar-10,label_flip,0.25,45,3,3.0,0.0,3.0
cifar-10,label_flip,0.25,46,3,3.0,1.0,2.0
cifar-10,label_flip,0.25,47,3,3.0,0.0,3.0
cifar-10,label_flip,0.25,48,3,3.0,1.0,2.0
cifar-10,label_flip,0.25,49,1,1.0,0.0,1.0
cifar-10,label_flip,0.25,50,1,1.0,0.0,1.0
cifar-10,label_flip,0.5,11,5,3.0,3.0,0.0
cifar-10,label_flip,0.5,12,4,4.0,4.0,0.0
cifar-10,label_flip,0.5,13,4,3.0,3.0,0.0
cifar-10,label_flip,0.5,14,5,4.0,4.0,0.0
cifar-10,label_flip,0.5,15,2,2.0,2.0,0.0
cifar-10,label_flip,0.5,16,2,2.0,2.0,0.0
cifar-10,label_flip,0.5,17,4,3.0,3.0,0.0
cifar-10,label_flip,0.5,18,5,2.0,2.0,0.0
cifar-10,label_flip,0.5,19,2,1.0,1.0,0.0
cifar-10,label_flip,0.5,20,5,3.0,3.0,0.0
cifar-10,label_flip,0.5,21,3,3.0,3.0,0.0
cifar-10,label_flip,0.5,22,3,3.0,3.0,0.0
cifar-10,label_flip,0.5,23,3,3.0,3.0,0.0
cifar-10,label_flip,0.5,24,6,4.0,4.0,0.0
cifar-10,label_flip,0.5,25,5,5.0,5.0,0.0
cifar-10,label_flip,0.5,26,3,3.0,3.0,0.0
cifar-10,label_flip,0.5,27,4,3.0,3.0,0.0
cifar-10,label_flip,0.5,28,4,3.0,3.0,0.0
cifar-10,label_flip,0.5,29,8,7.0,7.0,0.0
cifar-10,label_flip,0.5,30,7,7.0,7.0,0.0
cifar-10,label_flip,0.5,31,4,3.0,3.0,0.0
cifar-10,label_flip,0.5,32,3,3.0,3.0,0.0
cifar-10,label_flip,0.5,33,2,2.0,2.0,0.0
cifar-10,label_flip,0.5,34,2,2.0,2.0,0.0
cifar-10,label_flip,0.5,35,3,3.0,3.0,0.0
cifar-10,label_flip,0.5,36,3,3.0,3.0,0.0
cifar-10,label_flip,0.5,37,4,4.0,4.0,0.0
cifar-10,label_flip,0.5,38,1,1.0,1.0,0.0
cifar-10,label_flip,0.5,39,4,4.0,4.0,0.0
cifar-10,label_flip,0.5,41,1,1.0,1.0,0.0
cifar-10,label_flip,0.5,42,4,4.0,4.0,0.0
cifar-10,label_flip,0.5,43,6,6.0,6.0,0.0
cifar-10,label_flip,0.5,44,6,6.0,6.0,0.0
cifar-10,label_flip,0.5,45,8,8.0,8.0,0.0
cifar-10,label_flip,0.5,46,6,6.0,6.0,0.0
cifar-10,label_flip,0.5,47,3,3.0,3.0,0.0
cifar-10,label_flip,0.5,48,4,4.0,4.0,0.0
cifar-10,label_flip,0.5,49,2,2.0,2.0,0.0
cifar-10,label_flip,0.5,50,4,4.0,3.0,1.0
cifar-10,label_flip,1.0,11,4,4.0,4.0,0.0
cifar-10,label_flip,1.0,12,1,1.0,1.0,0.0
cifar-10,label_flip,1.0,13,2,2.0,2.0,0.0
cifar-10,label_flip,1.0,14,3,3.0,3.0,0.0
cifar-10,label_flip,1.0,16,2,1.0,1.0,0.0
cifar-10,label_flip,1.0,17,1,1.0,1.0,0.0
cifar-10,label_flip,1.0,18,3,3.0,3.0,0.0
cifar-10,label_flip,1.0,20,1,1.0,1.0,0.0
cifar-10,label_flip,1.0,22,1,1.0,1.0,0.0
cifar-10,label_flip,1.0,24,1,1.0,1.0,0.0
cifar-10,label_flip,1.0,25,1,1.0,1.0,0.0
cifar-10,label_flip,1.0,26,2,2.0,2.0,0.0
cifar-10,label_flip,1.0,29,1,1.0,1.0,0.0
cifar-10,label_flip,1.0,30,2,2.0,2.0,0.0
cifar-10,label_flip,1.0,34,1,1.0,1.0,0.0
cifar-10,label_flip,1.0,35,1,1.0,1.0,0.0
cifar-10,label_flip,1.0,38,1,1.0,1.0,0.0
cifar-10,label_flip,1.0,39,2,2.0,2.0,0.0
cifar-10,label_flip,1.0,41,3,3.0,2.0,1.0
cifar-10,label_flip,1.0,42,1,1.0,1.0,0.0
cifar-10,label_flip,1.0,43,3,3.0,2.0,1.0
cifar-10,label_flip,1.0,44,1,1.0,1.0,0.0
cifar-10,label_flip,1.0,45,1,1.0,1.0,0.0
cifar-10,label_flip,1.0,46,2,2.0,2.0,0.0
cifar-10,label_flip,1.0,47,2,2.0,2.0,0.0
cifar-10,label_flip,1.0,49,1,1.0,1.0,0.0
cifar-10,label_flip,1.0,50,1,1.0,1.0,0.0
cifar-10,minmax,0.1,11,2,1.0,1.0,0.0
cifar-10,minmax,0.1,12,4,0.0,0.0,0.0
cifar-10,minmax,0.1,14,2,2.0,1.0,1.0
cifar-10,minmax,0.1,15,1,1.0,1.0,0.0
cifar-10,minmax,0.1,16,1,0.0,0.0,0.0
cifar-10,minmax,0.1,18,1,0.0,0.0,0.0
cifar-10,minmax,0.1,19,2,1.0,1.0,0.0
cifar-10,minmax,0.1,20,4,1.0,0.0,1.0
cifar-10,minmax,0.1,21,1,0.0,0.0,0.0
cifar-10,minmax,0.1,22,1,1.0,1.0,0.0
cifar-10,minmax,0.1,23,3,2.0,2.0,0.0
cifar-10,minmax,0.1,24,2,1.0,1.0,0.0
cifar-10,minmax,0.1,25,3,0.0,0.0,0.0
cifar-10,minmax,0.1,26,2,1.0,0.0,1.0
cifar-10,minmax,0.1,29,1,1.0,1.0,0.0
cifar-10,minmax,0.1,30,2,0.0,0.0,0.0
cifar-10,minmax,0.1,31,2,1.0,0.0,1.0
cifar-10,minmax,0.1,33,1,0.0,0.0,0.0
cifar-10,minmax,0.1,34,2,0.0,0.0,0.0
cifar-10,minmax,0.1,35,2,2.0,2.0,0.0
cifar-10,minmax,0.1,36,4,1.0,1.0,0.0
cifar-10,minmax,0.1,38,1,0.0,0.0,0.0
cifar-10,minmax,0.1,39,3,1.0,1.0,0.0
cifar-10,minmax,0.1,40,1,1.0,1.0,0.0
cifar-10,minmax,0.1,41,2,1.0,1.0,0.0
cifar-10,minmax,0.1,45,1,0.0,0.0,0.0
cifar-10,minmax,0.1,47,3,1.0,1.0,0.0
cifar-10,minmax,0.1,48,1,0.0,0.0,0.0
cifar-10,minmax,0.1,49,1,0.0,0.0,0.0
cifar-10,minmax,0.1,50,5,0.0,0.0,0.0
cifar-10,minmax,0.25,11,1,1.0,0.0,1.0
cifar-10,minmax,0.25,12,1,0.0,0.0,0.0
cifar-10,minmax,0.25,13,2,1.0,1.0,0.0
cifar-10,minmax,0.25,14,1,1.0,1.0,0.0
cifar-10,minmax,0.25,15,1,1.0,0.0,1.0
cifar-10,minmax,0.25,16,1,1.0,0.0,1.0
cifar-10,minmax,0.25,17,1,1.0,0.0,1.0
cifar-10,minmax,0.25,19,1,1.0,0.0,1.0
cifar-10,minmax,0.25,20,1,1.0,0.0,1.0
cifar-10,minmax,0.25,21,4,2.0,2.0,0.0
cifar-10,minmax,0.25,22,3,1.0,0.0,1.0
cifar-10,minmax,0.25,23,4,2.0,2.0,0.0
cifar-10,minmax,0.25,24,2,1.0,0.0,1.0
cifar-10,minmax,0.25,25,1,0.0,0.0,0.0
cifar-10,minmax,0.25,26,2,0.0,0.0,0.0
cifar-10,minmax,0.25,27,3,2.0,1.0,1.0
cifar-10,minmax,0.25,28,4,1.0,0.0,1.0
cifar-10,minmax,0.25,29,2,1.0,1.0,0.0
cifar-10,minmax,0.25,31,1,0.0,0.0,0.0
cifar-10,minmax,0.25,32,1,0.0,0.0,0.0
cifar-10,minmax,0.25,33,2,1.0,0.0,1.0
cifar-10,minmax,0.25,34,2,0.0,0.0,0.0
cifar-10,minmax,0.25,35,1,1.0,1.0,0.0
cifar-10,minmax,0.25,36,2,1.0,0.0,1.0
cifar-10,minmax,0.25,37,1,0.0,0.0,0.0
cifar-10,minmax,0.25,38,1,0.0,0.0,0.0
cifar-10,minmax,0.25,39,2,0.0,0.0,0.0
cifar-10,minmax,0.25,40,1,0.0,0.0,0.0
cifar-10,minmax,0.25,41,3,0.0,0.0,0.0
cifar-10,minmax,0.25,43,1,0.0,0.0,0.0
cifar-10,minmax,0.25,44,1,0.0,0.0,0.0
cifar-10,minmax,0.25,46,1,0.0,0.0,0.0
cifar-10,minmax,0.25,47,1,0.0,0.0,0.0
cifar-10,minmax,0.25,48,3,2.0,1.0,1.0
cifar-10,minmax,0.25,49,2,1.0,1.0,0.0
cifar-10,minmax,0.25,50,1,1.0,1.0,0.0
cifar-10,minmax,0.5,11,6,6.0,5.0,1.0
cifar-10,minmax,0.5,12,2,2.0,1.0,1.0
cifar-10,minmax,0.5,13,1,1.0,1.0,0.0
cifar-10,minmax,0.5,14,3,3.0,2.0,1.0
cifar-10,minmax,0.5,15,7,6.0,6.0,0.0
cifar-10,minmax,0.5,16,3,2.0,2.0,0.0
cifar-10,minmax,0.5,17,1,1.0,1.0,0.0
cifar-10,minmax,0.5,18,4,4.0,4.0,0.0
cifar-10,minmax,0.5,19,2,2.0,2.0,0.0
cifar-10,minmax,0.5,20,5,5.0,5.0,0.0
cifar-10,minmax,0.5,21,2,2.0,2.0,0.0
cifar-10,minmax,0.5,22,3,3.0,2.0,1.0
cifar-10,minmax,0.5,23,5,5.0,5.0,0.0
cifar-10,minmax,0.5,24,5,5.0,5.0,0.0
cifar-10,minmax,0.5,25,5,5.0,4.0,1.0
cifar-10,minmax,0.5,26,5,5.0,4.0,1.0
cifar-10,minmax,0.5,27,1,1.0,1.0,0.0
cifar-10,minmax,0.5,28,6,6.0,6.0,0.0
cifar-10,minmax,0.5,29,4,4.0,4.0,0.0
cifar-10,minmax,0.5,30,5,5.0,5.0,0.0
cifar-10,minmax,0.5,31,6,6.0,5.0,1.0
cifar-10,minmax,0.5,32,1,1.0,1.0,0.0
cifar-10,minmax,0.5,33,3,3.0,3.0,0.0
cifar-10,minmax,0.5,34,5,5.0,5.0,0.0
cifar-10,minmax,0.5,35,3,3.0,3.0,0.0
cifar-10,minmax,0.5,36,4,4.0,3.0,1.0
cifar-10,minmax,0.5,37,5,5.0,4.0,1.0
cifar-10,minmax,0.5,38,5,5.0,5.0,0.0
cifar-10,minmax,0.5,39,3,3.0,3.0,0.0
cifar-10,minmax,0.5,40,2,2.0,2.0,0.0
cifar-10,minmax,0.5,41,8,8.0,8.0,0.0
cifar-10,minmax,0.5,42,2,2.0,1.0,1.0
cifar-10,minmax,0.5,43,2,2.0,2.0,0.0
cifar-10,minmax,0.5,44,5,5.0,5.0,0.0
cifar-10,minmax,0.5,45,8,8.0,7.0,1.0
cifar-10,minmax,0.5,46,5,4.0,4.0,0.0
cifar-10,minmax,0.5,47,5,4.0,3.0,1.0
cifar-10,minmax,0.5,48,4,3.0,2.0,1.0
cifar-10,minmax,0.5,49,7,7.0,6.0,1.0
cifar-10,minmax,0.5,50,3,3.0,3.0,0.0
cifar-10,minmax,1.0,11,3,0.0,0.0,0.0
cifar-10,minmax,1.0,12,3,3.0,3.0,0.0
cifar-10,minmax,1.0,14,1,1.0,1.0,0.0
cifar-10,minmax,1.0,16,1,1.0,1.0,0.0
cifar-10,minmax,1.0,17,1,1.0,1.0,0.0
cifar-10,minmax,1.0,19,3,1.0,1.0,0.0
cifar-10,minmax,1.0,20,2,2.0,2.0,0.0
cifar-10,minmax,1.0,21,1,1.0,1.0,0.0
cifar-10,minmax,1.0,22,1,1.0,1.0,0.0
cifar-10,minmax,1.0,23,2,2.0,2.0,0.0
cifar-10,minmax,1.0,24,2,2.0,2.0,0.0
cifar-10,minmax,1.0,25,3,3.0,3.0,0.0
cifar-10,minmax,1.0,26,1,1.0,1.0,0.0
cifar-10,minmax,1.0,27,1,1.0,1.0,0.0
cifar-10,minmax,1.0,29,2,2.0,2.0,0.0
cifar-10,minmax,1.0,30,2,2.0,2.0,0.0
cifar-10,minmax,1.0,31,1,1.0,1.0,0.0
cifar-10,minmax,1.0,32,2,2.0,2.0,0.0
cifar-10,minmax,1.0,33,1,1.0,1.0,0.0
cifar-10,minmax,1.0,35,1,1.0,1.0,0.0
cifar-10,minmax,1.0,36,1,1.0,1.0,0.0
cifar-10,minmax,1.0,40,1,1.0,1.0,0.0
cifar-10,minmax,1.0,41,3,3.0,3.0,0.0
