dataset,attack,alpha,round,n_accepted_mean,n_accepted_min,n_seeds
cifar-10,sign_flip,0.25,41,15.333333333333334,13.0,3
cifar-10,sign_flip,0.25,42,14.666666666666666,14.0,3
cifar-10,sign_flip,0.25,43,15.333333333333334,15.0,3
cifar-10,sign_flip,0.25,44,16.666666666666668,16.0,3
cifar-10,sign_flip,0.25,45,15.666666666666666,14.0,3
cifar-10,sign_flip,0.25,46,14.666666666666666,14.0,3
cifar-10,sign_flip,0.25,47,16.333333333333332,16.0,3
cifar-10,sign_flip,0.25,48,14.666666666666666,12.0,3
cifar-10,sign_flip,0.25,49,15.666666666666666,14.0,3
cifar-10,sign_flip,0.25,50,14.333333333333334,12.0,3
cifar-10,sign_flip,0.5,11,17.333333333333332,16.0,3
cifar-10,sign_flip,0.5,12,17.666666666666668,17.0,3
cifar-10,sign_flip,0.5,13,17.333333333333332,16.0,3
cifar-10,sign_flip,0.5,14,17.333333333333332,16.0,3
cifar-10,sign_flip,0.5,15,15.333333333333334,13.0,3
cifar-10,sign_flip,0.5,16,16.333333333333332,15.0,3
cifar-10,sign_flip,0.5,17,17.333333333333332,17.0,3
cifar-10,sign_flip,0.5,18,16.333333333333332,15.0,3
cifar-10,sign_flip,0.5,19,18.333333333333332,18.0,3
cifar-10,sign_flip,0.5,20,16.0,15.0,3
cifar-10,sign_flip,0.5,21,17.666666666666668,17.0,3
cifar-10,sign_flip,0.5,22,15.333333333333334,13.0,3
cifar-10,sign_flip,0.5,23,17.0,16.0,3
cifar-10,sign_flip,0.5,24,17.333333333333332,16.0,3
cifar-10,sign_flip,0.5,25,16.666666666666668,16.0,3
cifar-10,sign_flip,0.5,26,16.333333333333332,15.0,3
cifar-10,sign_flip,0.5,27,18.333333333333332,18.0,3
cifar-10,sign_flip,0.5,28,15.333333333333334,13.0,3
cifar-10,sign_flip,0.5,29,16.333333333333332,16.0,3
cifar-10,sign_flip,0.5,30,16.333333333333332,14.0,3
cifar-10,sign_flip,0.5,31,16.333333333333332,14.0,3
cifar-10,sign_flip,0.5,32,16.333333333333332,14.0,3
cifar-10,sign_flip,0.5,33,17.333333333333332,14.0,3
cifar-10,sign_flip,0.5,34,18.333333333333332,17.0,3
cifar-10,sign_flip,0.5,35,16.0,15.0,3
cifar-10,sign_flip,0.5,36,16.666666666666668,15.0,3
cifar-10,sign_flip,0.5,37,17.0,16.0,3
cifar-10,sign_flip,0.5,38,17.333333333333332,17.0,3
cifar-10,sign_flip,0.5,39,15.666666666666666,15.0,3
cifar-10,sign_flip,0.5,40,17.333333333333332,17.0,3
cifar-10,sign_flip,0.5,41,16.333333333333332,15.0,3
cifar-10,sign_flip,0.5,42,16.333333333333332,16.0,3
cifar-10,sign_flip,0.5,43,17.333333333333332,17.0,3
cifar-10,sign_flip,0.5,44,17.0,16.0,3
cifar-10,sign_flip,0.5,45,17.333333333333332,17.0,3
cifar-10,sign_flip,0.5,46,15.666666666666666,14.0,3
cifar-10,sign_flip,0.5,47,16.333333333333332,15.0,3
cifar-10,sign_flip,0.5,48,17.0,15.0,3
cifar-10,sign_flip,0.5,49,16.666666666666668,16.0,3
cifar-10,sign_flip,0.5,50,16.666666666666668,16.0,3
cifar-10,sign_flip,1.0,11,17.333333333333332,17.0,3
cifar-10,sign_flip,1.0,12,16.666666666666668,16.0,3
cifar-10,sign_flip,1.0,13,15.0,13.0,3
cifar-10,sign_flip,1.0,14,16.333333333333332,16.0,3
cifar-10,sign_flip,1.0,15,17.0,17.0,3
cifar-10,sign_flip,1.0,16,16.666666666666668,15.0,3
cifar-10,sign_flip,1.0,17,16.0,15.0,3
cifar-10,sign_flip,1.0,18,15.333333333333334,15.0,3
cifar-10,sign_flip,1.0,19,17.666666666666668,17.0,3
cifar-10,sign_flip,1.0,20,16.333333333333332,14.0,3
cifar-10,sign_flip,1.0,21,17.0,16.0,3
cifar-10,sign_flip,1.0,22,18.0,16.0,3
cifar-10,sign_flip,1.0,23,17.666666666666668,17.0,3
cifar-10,sign_flip,1.0,24,17.333333333333332,16.0,3
cifar-10,sign_flip,1.0,25,17.0,16.0,3
cifar-10,sign_flip,1.0,26,16.666666666666668,15.0,3
cifar-10,sign_flip,1.0,27,16.333333333333332,15.0,3
cifar-10,sign_flip,1.0,28,16.666666666666668,15.0,3
cifar-10,sign_flip,1.0,29,17.333333333333332,16.0,3
cifar-10,sign_flip,1.0,30,17.666666666666668,17.0,3
cifar-10,sign_flip,1.0,31,18.0,16.0,3
cifar-10,sign_flip,1.0,32,17.333333333333332,16.0,3
cifar-10,sign_flip,1.0,33,17.333333333333332,17.0,3
cifar-10,sign_flip,1.0,34,17.0,16.0,3
cifar-10,sign_flip,1.0,35,18.0,16.0,3
cifar-10,sign_flip,1.0,36,15.666666666666666,14.0,3
cifar-10,sign_flip,1.0,37,15.666666666666666,15.0,3
cifar-10,sign_flip,1.0,38,16.0,15.0,3
cifar-10,sign_flip,1.0,39,16.666666666666668,16.0,3
cifar-10,sign_flip,1.0,40,16.666666666666668,15.0,3
cifar-10,sign_flip,1.0,41,16.333333333333332,15.0,3
cifar-10,sign_flip,1.0,42,17.333333333333332,16.0,3
cifar-10,sign_flip,1.0,43,16.0,15.0,3
cifar-10,sign_flip,1.0,44,16.333333333333332,15.0,3
cifar-10,sign_flip,1.0,45,15.666666666666666,15.0,3
cifar-10,sign_flip,1.0,46,15.666666666666666,15.0,3
cifar-10,sign_flip,1.0,47,17.0,15.0,3
cifar-10,sign_flip,1.0,48,17.333333333333332,16.0,3
cifar-10,sign_flip,1.0,49,18.333333333333332,17.0,3
cifar-10,sign_flip,1.0,50,17.0,16.0,3
cifar-10,slow_poison,0.1,11,11.0,10.0,3
cifar-10,slow_poison,0.1,12,12.333333333333334,10.0,3
cifar-10,slow_poison,0.1,13,11.333333333333334,9.0,3
cifar-10,slow_poison,0.1,14,10.666666666666666,8.0,3
cifar-10,slow_poison,0.1,15,9.666666666666666,9.0,3
cifar-10,slow_poison,0.1,16,11.333333333333334,10.0,3
cifar-10,slow_poison,0.1,17,12.666666666666666,10.0,3
cifar-10,slow_poison,0.1,18,13.333333333333334,9.0,3
cifar-10,slow_poison,0.1,19,11.0,8.0,3
cifar-10,slow_poison,0.1,20,12.333333333333334,11.0,3
cifar-10,slow_poison,0.1,21,12.333333333333334,10.0,3
cifar-10,slow_poison,0.1,22,11.333333333333334,10.0,3
cifar-10,slow_poison,0.1,23,12.333333333333334,10.0,3
cifar-10,slow_poison,0.1,24,11.666666666666666,7.0,3
cifar-10,slow_poison,0.1,25,10.333333333333334,7.0,3
cifar-10,slow_poison,0.1,26,11.0,9.0,3
cifar-10,slow_poison,0.1,27,11.333333333333334,10.0,3
cifar-10,slow_poison,0.1,28,10.666666666666666,10.0,3
cifar-10,slow_poison,0.1,29,11.0,8.0,3
cifar-10,slow_poison,0.1,30,12.666666666666666,12.0,3
cifar-10,slow_poison,0.1,31,12.0,11.0,3
cifar-10,slow_poison,0.1,32,10.666666666666666,7.0,3
cifar-10,slow_poison,0.1,33,9.666666666666666,7.0,3
cifar-10,slow_poison,0.1,34,10.0,7.0,3
cifar-10,slow_poison,0.1,35,11.666666666666666,9.0,3
cifar-10,slow_poison,0.1,36,8.333333333333334,7.0,3
cifar-10,slow_poison,0.1,37,9.0,4.0,3
cifar-10,slow_poison,0.1,38,11.333333333333334,11.0,3
cifar-10,slow_poison,0.1,39,12.0,11.0,3
cifar-10,slow_poison,0.1,40,10.0,8.0,3
cifar-10,slow_poison,0.1,41,11.0,9.0,3
cifar-10,slow_poison,0.1,42,10.666666666666666,9.0,3
cifar-10,slow_poison,0.1,43,9.0,6.0,3
cifar-10,slow_poison,0.1,44,11.0,8.0,3
cifar-10,slow_poison,0.1,45,10.666666666666666,9.0,3
cifar-10,slow_poison,0.1,46,9.666666666666666,7.0,3
cifar-10,slow_poison,0.1,47,9.0,8.0,3
cifar-10,slow_poison,0.1,48,10.0,9.0,3
cifar-10,slow_poison,0.1,49,10.0,7.0,3
cifar-10,slow_poison,0.1,50,12.333333333333334,10.0,3
cifar-10,slow_poison,0.25,11,17.666666666666668,17.0,3
cifar-10,slow_poison,0.25,12,19.0,17.0,3
cifar-10,slow_poison,0.25,13,18.333333333333332,17.0,3
cifar-10,slow_poison,0.25,14,16.666666666666668,16.0,3
cifar-10,slow_poison,0.25,15,17.0,16.0,3
cifar-10,slow_poison,0.25,16,18.333333333333332,16.0,3
cifar-10,slow_poison,0.25,17,16.333333333333332,16.0,3
cifar-10,slow_poison,0.25,18,14.666666666666666,14.0,3
cifar-10,slow_poison,0.25,19,18.333333333333332,17.0,3
cifar-10,slow_poison,0.25,20,15.666666666666666,14.0,3
cifar-10,slow_poison,0.25,21,16.0,13.0,3
cifar-10,slow_poison,0.25,22,16.0,15.0,3
cifar-10,slow_poison,0.25,23,17.0,16.0,3
cifar-10,slow_poison,0.25,24,15.0,13.0,3
cifar-10,slow_poison,0.25,25,17.333333333333332,16.0,3
cifar-10,slow_poison,0.25,26,18.333333333333332,18.0,3
cifar-10,slow_poison,0.25,27,16.0,15.0,3
cifar-10,slow_poison,0.25,28,16.0,15.0,3
cifar-10,slow_poison,0.25,29,17.666666666666668,16.0,3
cifar-10,slow_poison,0.25,30,17.333333333333332,16.0,3
cifar-10,slow_poison,0.25,31,16.0,14.0,3
cifar-10,slow_poison,0.25,32,17.666666666666668,17.0,3
cifar-10,slow_poison,0.25,33,17.666666666666668,16.0,3
cifar-10,slow_poison,0.25,34,18.333333333333332,17.0,3
cifar-10,slow_poison,0.25,35,16.333333333333332,15.0,3
cifar-10,slow_poison,0.25,36,17.333333333333332,16.0,3
cifar-10,slow_poison,0.25,37,15.666666666666666,15.0,3
cifar-10,slow_poison,0.25,38,15.666666666666666,15.0,3
cifar-10,slow_poison,0.25,39,16.333333333333332,15.0,3
cifar-10,slow_poison,0.25,40,16.333333333333332,15.0,3
cifar-10,slow_poison,0.25,41,16.333333333333332,16.0,3
cifar-10,slow_poison,0.25,42,17.666666666666668,17.0,3
cifar-10,slow_poison,0.25,43,16.666666666666668,15.0,3
cifar-10,slow_poison,0.25,44,17.0,15.0,3
cifar-10,slow_poison,0.25,45,16.333333333333332,15.0,3
cifar-10,slow_poison,0.25,46,16.666666666666668,15.0,3
cifar-10,slow_poison,0.25,47,16.333333333333332,14.0,3
cifar-10,slow_poison,0.25,48,17.333333333333332,16.0,3
cifar-10,slow_poison,0.25,49,16.0,14.0,3
cifar-10,slow_poison,0.25,50,16.666666666666668,15.0,3
cifar-10,slow_poison,0.5,11,17.666666666666668,17.0,3
cifar-10,slow_poison,0.5,12,15.666666666666666,15.0,3
cifar-10,slow_poison,0.5,13,18.333333333333332,16.0,3
cifar-10,slow_poison,0.5,14,17.333333333333332,16.0,3
cifar-10,slow_poison,0.5,15,14.666666666666666,12.0,3
cifar-10,slow_poison,0.5,16,18.333333333333332,17.0,3
cifar-10,slow_poison,0.5,17,17.0,15.0,3
cifar-10,slow_poison,0.5,18,17.666666666666668,17.0,3
cifar-10,slow_poison,0.5,19,17.0,17.0,3
cifar-10,slow_poison,0.5,20,16.0,15.0,3
cifar-10,slow_poison,0.5,21,19.0,18.0,3
cifar-10,slow_poison,0.5,22,17.0,15.0,3
cifar-10,slow_poison,0.5,23,18.0,17.0,3
cifar-10,slow_poison,0.5,24,18.0,16.0,3
cifar-10,slow_poison,0.5,25,17.666666666666668,17.0,3
cifar-10,slow_poison,0.5,26,19.0,18.0,3
cifar-10,slow_poison,0.5,27,18.0,16.0,3
cifar-10,slow_poison,0.5,28,18.333333333333332,18.0,3
cifar-10,slow_poison,0.5,29,16.0,15.0,3
cifar-10,slow_poison,0.5,30,18.333333333333332,18.0,3
cifar-10,slow_poison,0.5,31,17.0,16.0,3
cifar-10,slow_poison,0.5,32,17.333333333333332,17.0,3
cifar-10,slow_poison,0.5,33,16.666666666666668,16.0,3
cifar-10,slow_poison,0.5,34,17.666666666666668,16.0,3
cifar-10,slow_poison,0.5,35,17.333333333333332,16.0,3
cifar-10,slow_poison,0.5,36,16.666666666666668,16.0,3
cifar-10,slow_poison,0.5,37,17.666666666666668,17.0,3
cifar-10,slow_poison,0.5,38,18.333333333333332,17.0,3
cifar-10,slow_poison,0.5,39,17.666666666666668,16.0,3
cifar-10,slow_poison,0.5,40,17.333333333333332,16.0,3
cifar-10,slow_poison,0.5,41,16.666666666666668,16.0,3
cifar-10,slow_poison,0.5,42,18.0,17.0,3
cifar-10,slow_poison,0.5,43,18.0,17.0,3
cifar-10,slow_poison,0.5,44,19.0,17.0,3
cifar-10,slow_poison,0.5,45,18.333333333333332,17.0,3
cifar-10,slow_poison,0.5,46,18.666666666666668,17.0,3
cifar-10,slow_poison,0.5,47,17.666666666666668,17.0,3
cifar-10,slow_poison,0.5,48,18.0,17.0,3
cifar-10,slow_poison,0.5,49,18.333333333333332,18.0,3
cifar-10,slow_poison,0.5,50,17.333333333333332,15.0,3
cifar-10,slow_poison,1.0,11,18.0,17.0,3
cifar-10,slow_poison,1.0,12,18.0,16.0,3
cifar-10,slow_poison,1.0,13,17.666666666666668,17.0,3
cifar-10,slow_poison,1.0,14,18.333333333333332,17.0,3
cifar-10,slow_poison,1.0,15,17.666666666666668,17.0,3
cifar-10,slow_poison,1.0,16,17.333333333333332,16.0,3
cifar-10,slow_poison,1.0,17,18.0,17.0,3
cifar-10,slow_poison,1.0,18,18.0,17.0,3
cifar-10,slow_poison,1.0,19,18.666666666666668,17.0,3
cifar-10,slow_poison,1.0,20,18.333333333333332,17.0,3
cifar-10,slow_poison,1.0,21,18.666666666666668,18.0,3
cifar-10,slow_poison,1.0,22,18.333333333333332,18.0,3
cifar-10,slow_poison,1.0,23,17.333333333333332,16.0,3
cifar-10,slow_poison,1.0,24,18.0,17.0,3
cifar-10,slow_poison,1.0,25,17.333333333333332,17.0,3
cifar-10,slow_poison,1.0,26,16.666666666666668,16.0,3
cifar-10,slow_poison,1.0,27,19.666666666666668,19.0,3
cifar-10,slow_poison,1.0,28,20.0,19.0,3
cifar-10,slow_poison,1.0,29,18.666666666666668,18.0,3
cifar-10,slow_poison,1.0,30,18.666666666666668,18.0,3
cifar-10,slow_poison,1.0,31,18.0,18.0,3
cifar-10,slow_poison,1.0,32,18.666666666666668,18.0,3
cifar-10,slow_poison,1.0,33,19.0,18.0,3
cifar-10,slow_poison,1.0,34,20.333333333333332,20.0,3
cifar-10,slow_poison,1.0,35,17.666666666666668,16.0,3
cifar-10,slow_poison,1.0,36,18.333333333333332,18.0,3
cifar-10,slow_poison,1.0,37,18.666666666666668,18.0,3
cifar-10,slow_poison,1.0,38,18.333333333333332,17.0,3
cifar-10,slow_poison,1.0,39,18.0,16.0,3
cifar-10,slow_poison,1.0,40,19.0,18.0,3
cifar-10,slow_poison,1.0,41,18.0,16.0,3
cifar-10,slow_poison,1.0,42,18.666666666666668,16.0,3
cifar-10,slow_poison,1.0,43,17.666666666666668,17.0,3
cifar-10,slow_poison,1.0,44,17.0,15.0,3
cifar-10,slow_poison,1.0,45,16.666666666666668,16.0,3
cifar-10,slow_poison,1.0,46,19.333333333333332,18.0,3
cifar-10,slow_poison,1.0,47,18.0,16.0,3
cifar-10,slow_poison,1.0,48,19.333333333333332,19.0,3
cifar-10,slow_poison,1.0,49,19.0,18.0,3
cifar-10,slow_poison,1.0,50,18.333333333333332,17.0,3
fashion-mnist,alie,0.1,11,21.666666666666668,21.0,3
fashion-mnist,alie,0.1,12,21.666666666666668,21.0,3
fashion-mnist,alie,0.1,13,21.666666666666668,21.0,3
fashion-mnist,alie,0.1,14,21.0,21.0,3
fashion-mnist,alie,0.1,15,22.333333333333332,22.0,3
fashion-mnist,alie,0.1,16,22.333333333333332,20.0,3
fashion-mnist,alie,0.1,17,22.0,22.0,3
fashion-mnist,alie,0.1,18,21.333333333333332,20.0,3
fashion-mnist,alie,0.1,19,21.333333333333332,21.0,3
fashion-mnist,alie,0.1,20,21.333333333333332,21.0,3
fashion-mnist,alie,0.1,21,21.666666666666668,21.0,3
fashion-mnist,alie,0.1,22,22.333333333333332,22.0,3
fashion-mnist,alie,0.1,23,20.666666666666668,19.0,3
fashion-mnist,alie,0.1,24,22.666666666666668,22.0,3
fashion-mnist,alie,0.1,25,20.333333333333332,20.0,3
fashion-mnist,alie,0.1,26,21.0,20.0,3
fashion-mnist,alie,0.1,27,21.0,20.0,3
fashion-mnist,alie,0.1,28,21.666666666666668,21.0,3
fashion-mnist,alie,0.1,29,21.666666666666668,21.0,3
fashion-mnist,alie,0.1,30,22.333333333333332,22.0,3
fashion-mnist,alie,0.1,31,21.666666666666668,21.0,3
fashion-mnist,alie,0.1,32,21.333333333333332,21.0,3
fashion-mnist,alie,0.1,33,22.333333333333332,22.0,3
fashion-mnist,alie,0.1,34,21.666666666666668,21.0,3
fashion-mnist,alie,0.1,35,22.0,22.0,3
fashion-mnist,alie,0.1,36,22.0,22.0,3
fashion-mnist,alie,0.1,37,21.666666666666668,21.0,3
fashion-mnist,alie,0.1,38,23.666666666666668,23.0,3
fashion-mnist,alie,0.1,39,22.666666666666668,22.0,3
fashion-mnist,alie,0.1,40,22.666666666666668,21.0,3
fashion-mnist,alie,0.1,41,23.0,23.0,3
fashion-mnist,alie,0.1,42,21.666666666666668,21.0,3
fashion-mnist,alie,0.1,43,21.0,20.0,3
fashion-mnist,alie,0.1,44,21.666666666666668,21.0,3
fashion-mnist,alie,0.1,45,21.666666666666668,21.0,3
fashion-mnist,alie,0.1,46,21.666666666666668,21.0,3
fashion-mnist,alie,0.1,47,21.666666666666668,21.0,3
fashion-mnist,alie,0.1,48,21.333333333333332,21.0,3
fashion-mnist,alie,0.1,49,21.0,21.0,3
fashion-mnist,alie,0.1,50,22.333333333333332,22.0,3
fashion-mnist,alie,0.25,11,21.666666666666668,21.0,3
fashion-mnist,alie,0.25,12,22.333333333333332,22.0,3
fashion-mnist,alie,0.25,13,21.333333333333332,21.0,3
fashion-mnist,alie,0.25,14,22.0,22.0,3
fashion-mnist,alie,0.25,15,22.666666666666668,22.0,3
fashion-mnist,alie,0.25,16,22.333333333333332,22.0,3
fashion-mnist,alie,0.25,17,21.666666666666668,21.0,3
fashion-mnist,alie,0.25,18,21.333333333333332,21.0,3
fashion-mnist,alie,0.25,19,21.333333333333332,21.0,3
fashion-mnist,alie,0.25,20,22.0,21.0,3
fashion-mnist,alie,0.25,21,21.333333333333332,21.0,3
fashion-mnist,alie,0.25,22,21.666666666666668,21.0,3
fashion-mnist,alie,0.25,23,22.0,21.0,3
fashion-mnist,alie,0.25,24,21.666666666666668,21.0,3
fashion-mnist,alie,0.25,25,21.666666666666668,21.0,3
fashion-mnist,alie,0.25,26,22.333333333333332,22.0,3
fashion-mnist,alie,0.25,27,22.0,21.0,3
fashion-mnist,alie,0.25,28,22.0,21.0,3
fashion-mnist,alie,0.25,29,22.666666666666668,22.0,3
fashion-mnist,alie,0.25,30,22.0,21.0,3
fashion-mnist,alie,0.25,31,22.333333333333332,22.0,3
fashion-mnist,alie,0.25,32,22.333333333333332,21.0,3
fashion-mnist,alie,0.25,33,22.333333333333332,22.0,3
fashion-mnist,alie,0.25,34,21.333333333333332,21.0,3
fashion-mnist,alie,0.25,35,21.666666666666668,21.0,3
fashion-mnist,alie,0.25,36,22.333333333333332,22.0,3
fashion-mnist,alie,0.25,37,22.0,22.0,3
fashion-mnist,alie,0.25,38,22.0,21.0,3
fashion-mnist,alie,0.25,39,22.666666666666668,22.0,3
fashion-mnist,alie,0.25,40,21.666666666666668,21.0,3
fashion-mnist,alie,0.25,41,21.666666666666668,21.0,3
fashion-mnist,alie,0.25,42,22.333333333333332,22.0,3
fashion-mnist,alie,0.25,43,22.333333333333332,22.0,3
fashion-mnist,alie,0.25,44,23.0,22.0,3
fashion-mnist,alie,0.25,45,22.333333333333332,22.0,3
fashion-mnist,alie,0.25,46,21.666666666666668,21.0,3
fashion-mnist,alie,0.25,47,22.333333333333332,21.0,3
fashion-mnist,alie,0.25,48,22.666666666666668,22.0,3
fashion-mnist,alie,0.25,49,21.666666666666668,20.0,3
fashion-mnist,alie,0.25,50,22.666666666666668,22.0,3
fashion-mnist,alie,0.5,11,19.333333333333332,18.0,3
fashion-mnist,alie,0.5,12,19.333333333333332,17.0,3
fashion-mnist,alie,0.5,13,21.333333333333332,20.0,3
fashion-mnist,alie,0.5,14,20.333333333333332,18.0,3
fashion-mnist,alie,0.5,15,19.666666666666668,19.0,3
fashion-mnist,alie,0.5,16,20.333333333333332,20.0,3
fashion-mnist,alie,0.5,17,19.0,15.0,3
fashion-mnist,alie,0.5,18,20.333333333333332,20.0,3
fashion-mnist,alie,0.5,19,19.666666666666668,19.0,3
fashion-mnist,alie,0.5,20,20.0,20.0,3
fashion-mnist,alie,0.5,21,19.666666666666668,18.0,3
fashion-mnist,alie,0.5,22,18.333333333333332,16.0,3
fashion-mnist,alie,0.5,23,20.0,18.0,3
fashion-mnist,alie,0.5,24,20.0,19.0,3
fashion-mnist,alie,0.5,25,20.0,18.0,3
fashion-mnist,alie,0.5,26,20.0,18.0,3
fashion-mnist,alie,0.5,27,20.0,19.0,3
fashion-mnist,alie,0.5,28,19.333333333333332,18.0,3
fashion-mnist,alie,0.5,29,19.666666666666668,18.0,3
fashion-mnist,alie,0.5,30,20.333333333333332,19.0,3
fashion-mnist,alie,0.5,31,20.0,19.0,3
fashion-mnist,alie,0.5,32,18.333333333333332,18.0,3
fashion-mnist,alie,0.5,33,20.333333333333332,19.0,3
fashion-mnist,alie,0.5,34,20.333333333333332,20.0,3
fashion-mnist,alie,0.5,35,19.333333333333332,19.0,3
fashion-mnist,alie,0.5,36,21.333333333333332,21.0,3
fashion-mnist,alie,0.5,37,21.0,20.0,3
fashion-mnist,alie,0.5,38,19.0,16.0,3
fashion-mnist,alie,0.5,39,20.666666666666668,20.0,3
fashion-mnist,alie,0.5,40,19.666666666666668,19.0,3
fashion-mnist,alie,0.5,41,22.0,21.0,3
fashion-mnist,alie,0.5,42,20.0,19.0,3
fashion-mnist,alie,0.5,43,20.0,19.0,3
fashion-mnist,alie,0.5,44,19.666666666666668,19.0,3
