dataset,attack,alpha,seed,round,n_total,n_attacker_gt,n_l1_rejected,n_l1_flagged,n_l1_accepted,n_l2_rejected,n_final_rejected,n_accepted_for_aggregation,n_total_true,accuracy,GDS,H,theta_adj_signal,n_rescued,n_confirmed,n_flagged_from_l1_summary,l1_median,l1_mad,l1_thr_reject,l1_thr_flag,l2_thr_distance,l2_thr_cosine
fashion-mnist,sign_flip,0.5,42,48,24,8.0,8,0,16,8,8,16.0,24.0,0.913,0.4796,0.1542,0.3674,0.0,0.0,0.0,171.0789,36.6964,317.8646,281.1682,99.91,0.8
fashion-mnist,sign_flip,0.5,42,49,24,9.0,9,0,15,9,9,15.0,24.0,0.92,0.7212,0.1821,0.3674,0.0,0.0,0.0,164.3327,48.5744,358.6303,310.0559,114.47,0.8
fashion-mnist,sign_flip,0.5,42,50,24,6.0,6,0,18,6,6,17.0,24.0,0.9135,0.3586,0.1417,0.3674,0.0,0.0,0.0,171.7196,30.5652,293.9805,263.4153,92.37,0.8
fashion-mnist,sign_flip,0.5,777,11,24,9.0,9,0,15,9,9,15.0,24.0,0.8785,0.7127,0.1571,0.3652,0.0,0.0,0.0,171.8361,48.4469,365.6239,317.177,97.86,0.8
fashion-mnist,sign_flip,0.5,777,12,24,7.0,7,0,17,7,7,17.0,24.0,0.908,0.5641,0.1542,0.3652,0.0,0.0,0.0,170.7843,48.8597,366.2232,317.3635,97.45,0.8
fashion-mnist,sign_flip,0.5,777,13,24,8.0,8,0,16,8,8,16.0,24.0,0.912,0.6,0.1801,0.3652,0.0,0.0,0.0,176.0276,55.0554,396.249,341.1937,142.07,0.8
fashion-mnist,sign_flip,0.5,777,14,24,8.0,8,0,16,8,8,16.0,24.0,0.8965,0.5976,0.1781,0.3652,0.0,0.0,0.0,170.1667,55.1103,390.6079,335.4976,115.25,0.8
fashion-mnist,sign_flip,0.5,777,15,24,6.0,6,0,18,6,6,18.0,24.0,0.9195,0.5157,0.1469,0.3652,0.0,0.0,0.0,171.7962,30.2049,292.6158,262.4109,78.27,0.8
fashion-mnist,sign_flip,0.5,777,16,24,9.0,9,0,15,9,9,15.0,24.0,0.9205,0.7155,0.1593,0.3652,0.0,0.0,0.0,177.549,66.9467,445.3356,378.389,115.37,0.8
fashion-mnist,sign_flip,0.5,777,17,24,8.0,8,0,16,8,8,16.0,24.0,0.9095,0.6,0.1637,0.3652,0.0,0.0,0.0,175.668,43.1109,348.1115,305.0006,98.11,0.8
fashion-mnist,sign_flip,0.5,777,18,24,8.0,8,0,16,8,8,16.0,24.0,0.9005,0.5239,0.1532,0.3652,0.0,0.0,0.0,171.5232,48.5589,365.7589,317.2,99.73,0.8
fashion-mnist,sign_flip,0.5,777,19,24,8.0,8,0,16,8,8,16.0,24.0,0.909,0.5916,0.1646,0.3652,0.0,0.0,0.0,171.8645,49.1823,368.5936,319.4114,104.14,0.8
fashion-mnist,sign_flip,0.5,777,20,24,9.0,9,0,15,9,9,15.0,24.0,0.9125,0.7129,0.1678,0.3652,0.0,0.0,0.0,182.0725,48.7218,376.9597,328.2379,114.2,0.8
fashion-mnist,sign_flip,0.5,777,21,24,6.0,6,0,18,6,6,18.0,24.0,0.911,0.5382,0.1267,0.3652,0.0,0.0,0.0,170.7302,35.9294,314.4479,278.5185,88.84,0.8
fashion-mnist,sign_flip,0.5,777,22,24,9.0,9,0,15,9,9,15.0,24.0,0.9175,0.7173,0.1751,0.3652,0.0,0.0,0.0,177.9131,67.1202,446.3938,379.2736,132.17,0.8
fashion-mnist,sign_flip,0.5,777,23,24,5.0,5,0,19,5,5,18.0,24.0,0.906,0.3319,0.1191,0.3652,0.0,0.0,0.0,157.6409,24.5267,255.7476,231.2209,78.29,0.8
fashion-mnist,sign_flip,0.5,777,24,24,7.0,7,0,17,7,7,17.0,24.0,0.9155,0.4803,0.1527,0.3652,0.0,0.0,0.0,170.4516,42.1606,339.094,296.9334,93.38,0.8
fashion-mnist,sign_flip,0.5,777,25,24,9.0,9,0,15,9,9,15.0,24.0,0.9125,0.7195,0.1708,0.3652,0.0,0.0,0.0,177.6679,60.869,421.144,360.275,131.89,0.8
fashion-mnist,sign_flip,0.5,777,26,24,7.0,7,0,17,7,7,17.0,24.0,0.925,0.4447,0.1425,0.3652,0.0,0.0,0.0,164.6414,42.6801,335.3619,292.6818,86.28,0.8
fashion-mnist,sign_flip,0.5,777,27,24,7.0,7,0,17,7,7,17.0,24.0,0.911,0.4334,0.1398,0.3652,0.0,0.0,0.0,169.9067,48.4626,363.7571,315.2945,100.39,0.8
fashion-mnist,sign_flip,0.5,777,28,24,7.0,7,0,17,7,7,17.0,24.0,0.9115,0.4195,0.1435,0.3652,0.0,0.0,0.0,171.7495,48.6191,366.226,317.6069,87.3,0.8
fashion-mnist,sign_flip,0.5,777,29,24,9.0,9,0,15,9,9,15.0,24.0,0.9155,0.7181,0.1588,0.3652,0.0,0.0,0.0,184.0408,60.7874,427.1905,366.4031,129.48,0.8
fashion-mnist,sign_flip,0.5,777,30,24,7.0,7,0,17,7,7,17.0,24.0,0.913,0.4277,0.1503,0.3652,0.0,0.0,0.0,165.8096,36.517,311.8778,275.3608,98.79,0.8
fashion-mnist,sign_flip,0.5,777,31,24,8.0,8,0,16,8,8,16.0,24.0,0.9195,0.4798,0.1559,0.3652,0.0,0.0,0.0,171.8032,36.2142,316.6599,280.4457,87.44,0.8
fashion-mnist,sign_flip,0.5,777,32,24,6.0,6,0,18,6,6,17.0,24.0,0.9175,0.4736,0.1297,0.3652,0.0,0.0,0.0,158.8723,23.7618,253.9197,230.1578,70.97,0.8
fashion-mnist,sign_flip,0.5,777,33,24,4.0,4,0,20,4,4,20.0,24.0,0.904,0.3877,0.1038,0.3652,0.0,0.0,0.0,159.153,30.3915,280.7192,250.3276,92.59,0.8
fashion-mnist,sign_flip,0.5,777,34,24,8.0,8,0,16,8,8,16.0,24.0,0.917,0.6,0.1537,0.3652,0.0,0.0,0.0,171.3323,48.7047,366.1511,317.4464,117.21,0.8
fashion-mnist,sign_flip,0.5,777,35,24,9.0,9,0,15,9,9,15.0,24.0,0.907,0.7206,0.1557,0.3652,0.0,0.0,0.0,171.5666,60.6134,414.0202,353.4068,129.44,0.8
fashion-mnist,sign_flip,0.5,777,36,24,3.0,3,0,21,3,3,20.0,24.0,0.912,0.3695,0.0959,0.3652,0.0,0.0,0.0,158.137,36.1069,302.5646,266.4577,88.12,0.8
fashion-mnist,sign_flip,0.5,777,37,24,7.0,7,0,17,7,7,17.0,24.0,0.921,0.5114,0.1399,0.3652,0.0,0.0,0.0,171.4509,48.4637,365.3057,316.842,100.5,0.8
fashion-mnist,sign_flip,0.5,777,38,24,5.0,5,0,19,5,5,19.0,24.0,0.931,0.4077,0.1097,0.3652,0.0,0.0,0.0,170.9653,47.8756,362.4675,314.592,102.32,0.8
fashion-mnist,sign_flip,0.5,777,39,24,7.0,7,0,17,7,7,17.0,24.0,0.921,0.3992,0.1577,0.3652,0.0,0.0,0.0,171.1154,24.33,268.4354,244.1054,75.23,0.8
fashion-mnist,sign_flip,0.5,777,40,24,7.0,7,0,17,7,7,17.0,24.0,0.9215,0.3677,0.1412,0.3652,0.0,0.0,0.0,169.9743,35.3858,311.5175,276.1317,85.61,0.8
fashion-mnist,sign_flip,0.5,777,41,24,6.0,6,0,18,6,6,18.0,24.0,0.92,0.3988,0.125,0.3652,0.0,0.0,0.0,164.4372,43.1335,336.9712,293.8377,99.4,0.8
fashion-mnist,sign_flip,0.5,777,42,24,7.0,7,0,17,7,7,17.0,24.0,0.9185,0.5021,0.1406,0.3652,0.0,0.0,0.0,172.0594,42.6514,342.6651,300.0137,93.86,0.8
fashion-mnist,sign_flip,0.5,777,43,24,7.0,7,0,17,7,7,16.0,24.0,0.9275,0.3813,0.138,0.3652,0.0,0.0,0.0,158.0483,30.1409,278.612,248.4711,88.55,0.8
fashion-mnist,sign_flip,0.5,777,44,24,8.0,8,0,16,8,8,16.0,24.0,0.923,0.4339,0.1706,0.3652,0.0,0.0,0.0,169.9558,48.6421,364.5241,315.882,98.37,0.8
fashion-mnist,sign_flip,0.5,777,45,24,7.0,7,0,17,7,7,17.0,24.0,0.9175,0.5089,0.1392,0.3652,0.0,0.0,0.0,170.298,48.3497,363.697,315.3472,102.04,0.8
fashion-mnist,sign_flip,0.5,777,46,24,9.0,9,0,15,9,9,15.0,24.0,0.912,0.7201,0.1695,0.3652,0.0,0.0,0.0,164.0622,54.9201,383.7425,328.8224,143.96,0.8
fashion-mnist,sign_flip,0.5,777,47,24,6.0,6,0,18,6,6,18.0,24.0,0.9255,0.3813,0.1323,0.3652,0.0,0.0,0.0,165.1042,42.7792,336.2211,293.4419,92.21,0.8
fashion-mnist,sign_flip,0.5,777,48,24,6.0,6,0,18,6,6,17.0,24.0,0.919,0.4004,0.1281,0.3652,0.0,0.0,0.0,165.5162,36.5093,311.5535,275.0442,72.47,0.8
fashion-mnist,sign_flip,0.5,777,49,24,9.0,9,0,15,9,9,15.0,24.0,0.9135,0.7226,0.169,0.3652,0.0,0.0,0.0,176.5504,66.643,443.1224,376.4794,127.75,0.8
fashion-mnist,sign_flip,0.5,777,50,24,5.0,5,0,19,5,5,17.0,24.0,0.925,0.2894,0.1219,0.3652,0.0,0.0,0.0,170.0305,29.976,289.9344,259.9584,81.01,0.8
fashion-mnist,sign_flip,1.0,123,11,24,8.0,8,0,16,8,8,16.0,24.0,0.9045,0.5298,0.1434,0.1676,0.0,0.0,0.0,160.0567,24.8035,259.2709,234.4673,68.98,0.8
fashion-mnist,sign_flip,1.0,123,12,24,7.0,7,0,17,7,7,16.0,24.0,0.894,0.521,0.1324,0.1676,0.0,0.0,0.0,157.9592,24.3398,255.3182,230.9784,68.94,0.8
fashion-mnist,sign_flip,1.0,123,13,24,9.0,9,0,15,9,9,15.0,24.0,0.906,0.7197,0.1533,0.1676,0.0,0.0,0.0,163.9499,42.1134,332.4033,290.29,76.39,0.8
fashion-mnist,sign_flip,1.0,123,14,24,6.0,6,1,17,7,7,17.0,24.0,0.906,0.2544,0.1129,0.1676,0.0,1.0,1.0,159.7133,24.3258,257.0165,232.6907,58.3,0.8
fashion-mnist,sign_flip,1.0,123,15,24,7.0,7,0,17,7,7,17.0,24.0,0.908,0.2847,0.1319,0.1676,0.0,0.0,0.0,159.6638,24.2306,256.5863,232.3557,59.22,0.8
fashion-mnist,sign_flip,1.0,123,16,24,9.0,9,0,15,9,9,15.0,24.0,0.9185,0.7188,0.1526,0.1676,0.0,0.0,0.0,163.8748,30.7285,286.7889,256.0604,63.57,0.8
fashion-mnist,sign_flip,1.0,123,17,24,7.0,7,0,17,7,7,15.0,24.0,0.9145,0.4812,0.1261,0.1676,0.0,0.0,0.0,165.7235,30.9293,289.4409,258.5115,71.89,0.8
fashion-mnist,sign_flip,1.0,123,18,24,6.0,6,0,18,6,6,16.0,24.0,0.905,0.2916,0.1167,0.1676,0.0,0.0,0.0,158.8816,24.1546,255.5,231.3454,61.98,0.8
fashion-mnist,sign_flip,1.0,123,19,24,6.0,6,0,18,6,6,18.0,24.0,0.9055,0.3328,0.1147,0.1676,0.0,0.0,0.0,159.4641,24.4318,257.1913,232.7595,70.89,0.8
fashion-mnist,sign_flip,1.0,123,20,24,7.0,7,0,17,7,7,17.0,24.0,0.9215,0.5545,0.1249,0.1676,0.0,0.0,0.0,159.0157,24.4077,256.6464,232.2387,85.41,0.8
fashion-mnist,sign_flip,1.0,123,21,24,7.0,7,2,15,9,9,15.0,24.0,0.9215,0.4754,0.1326,0.1676,0.0,2.0,2.0,159.9291,12.8022,211.1381,198.3359,50.45,0.8
fashion-mnist,sign_flip,1.0,123,22,24,8.0,8,0,16,8,8,16.0,24.0,0.9165,0.3986,0.1434,0.1676,0.0,0.0,0.0,159.4655,24.0591,255.7018,231.6427,69.95,0.8
fashion-mnist,sign_flip,1.0,123,23,24,6.0,6,0,18,6,6,15.0,24.0,0.921,0.4585,0.1142,0.1676,0.0,0.0,0.0,158.0107,24.2553,255.0318,230.7765,64.95,0.8
fashion-mnist,sign_flip,1.0,123,24,24,6.0,6,0,18,6,6,18.0,24.0,0.914,0.2109,0.1175,0.1676,0.0,0.0,0.0,159.3982,18.2873,232.5473,214.26,62.89,0.8
fashion-mnist,sign_flip,1.0,123,25,24,9.0,9,0,15,9,9,15.0,24.0,0.9195,0.7202,0.1539,0.1676,0.0,0.0,0.0,170.5182,36.3779,316.0297,279.6518,92.63,0.8
fashion-mnist,sign_flip,1.0,123,26,24,9.0,9,0,15,9,9,15.0,24.0,0.909,0.72,0.1542,0.1676,0.0,0.0,0.0,158.7483,42.6295,329.2662,286.6368,107.25,0.8
fashion-mnist,sign_flip,1.0,123,27,24,8.0,8,0,16,8,8,16.0,24.0,0.9135,0.5997,0.1443,0.1676,0.0,0.0,0.0,164.7007,36.53,310.8206,274.2906,95.61,0.8
fashion-mnist,sign_flip,1.0,123,28,24,8.0,8,0,16,8,8,16.0,24.0,0.9215,0.4851,0.1419,0.1676,0.0,0.0,0.0,158.3995,30.3326,279.7299,249.3973,67.27,0.8
fashion-mnist,sign_flip,1.0,123,29,24,5.0,5,1,18,6,6,17.0,24.0,0.9175,0.164,0.1057,0.1676,0.0,1.0,1.0,159.2069,24.0667,255.4736,231.4069,54.63,0.8
fashion-mnist,sign_flip,1.0,123,30,24,6.0,6,0,18,6,6,18.0,24.0,0.9295,0.2527,0.117,0.1676,0.0,0.0,0.0,159.0777,24.4183,256.7507,232.3325,60.67,0.8
fashion-mnist,sign_flip,1.0,123,31,24,6.0,6,2,16,7,7,16.0,24.0,0.9235,0.1337,0.1212,0.1676,1.0,1.0,2.0,152.5352,18.3209,225.8189,207.498,60.05,0.8
fashion-mnist,sign_flip,1.0,123,32,24,7.0,7,0,17,7,7,15.0,24.0,0.921,0.4831,0.1341,0.1676,0.0,0.0,0.0,157.7884,24.4189,255.4639,231.045,75.14,0.8
fashion-mnist,sign_flip,1.0,123,33,24,10.0,10,0,14,10,10,14.0,24.0,0.911,0.8569,0.1658,0.1676,0.0,0.0,0.0,183.7016,42.537,353.8497,311.3127,93.23,0.8
fashion-mnist,sign_flip,1.0,123,34,24,8.0,8,0,16,8,8,16.0,24.0,0.92,0.5808,0.1457,0.1676,0.0,0.0,0.0,158.2011,30.6416,280.7677,250.126,80.19,0.8
fashion-mnist,sign_flip,1.0,123,35,24,9.0,9,0,15,9,9,15.0,24.0,0.9135,0.7224,0.1558,0.1676,0.0,0.0,0.0,165.5715,42.8168,336.8386,294.0218,110.11,0.8
fashion-mnist,sign_flip,1.0,123,36,24,7.0,7,0,17,7,7,17.0,24.0,0.915,0.3789,0.1304,0.1676,0.0,0.0,0.0,159.1212,24.0391,255.2776,231.2385,72.01,0.8
fashion-mnist,sign_flip,1.0,123,37,24,6.0,6,0,18,6,6,17.0,24.0,0.9225,0.1864,0.1197,0.1676,0.0,0.0,0.0,158.3676,24.2251,255.2681,231.043,58.28,0.8
fashion-mnist,sign_flip,1.0,123,38,24,8.0,8,0,16,8,8,16.0,24.0,0.9225,0.5469,0.1405,0.1676,0.0,0.0,0.0,165.6844,42.5505,335.8865,293.336,86.83,0.8
fashion-mnist,sign_flip,1.0,123,39,24,7.0,7,0,17,7,7,16.0,24.0,0.9175,0.2392,0.137,0.1676,0.0,0.0,0.0,159.7057,24.1945,256.4837,232.2892,67.64,0.8
fashion-mnist,sign_flip,1.0,123,40,24,7.0,7,0,17,7,7,17.0,24.0,0.913,0.1837,0.136,0.1676,0.0,0.0,0.0,159.997,23.677,254.7049,231.0279,70.62,0.8
fashion-mnist,sign_flip,1.0,123,41,24,6.0,6,0,18,6,6,18.0,24.0,0.9305,0.1872,0.1244,0.1676,0.0,0.0,0.0,157.9267,17.9502,229.7274,211.7772,63.15,0.8
fashion-mnist,sign_flip,1.0,123,42,24,7.0,7,0,17,7,7,16.0,24.0,0.9295,0.2575,0.1388,0.1676,0.0,0.0,0.0,164.8973,31.1579,289.5289,258.371,72.46,0.8
fashion-mnist,sign_flip,1.0,123,43,24,8.0,8,0,16,8,8,16.0,24.0,0.9155,0.4815,0.1486,0.1676,0.0,0.0,0.0,159.4221,25.2623,260.4711,235.2089,76.03,0.8
fashion-mnist,sign_flip,1.0,123,44,24,8.0,8,0,16,8,8,16.0,24.0,0.929,0.5397,0.1476,0.1676,0.0,0.0,0.0,166.0926,42.5561,336.3169,293.7608,87.82,0.8
fashion-mnist,sign_flip,1.0,123,45,24,7.0,7,1,16,8,8,16.0,24.0,0.9155,0.1524,0.1354,0.1676,0.0,1.0,1.0,160.0601,24.2744,257.1576,232.8833,61.82,0.8
fashion-mnist,sign_flip,1.0,123,46,24,6.0,6,0,18,6,6,17.0,24.0,0.92,0.2549,0.1276,0.1676,0.0,0.0,0.0,158.1517,24.5334,256.2853,231.7519,75.27,0.8
fashion-mnist,sign_flip,1.0,123,47,24,8.0,8,0,16,8,8,16.0,24.0,0.926,0.5698,0.1521,0.1676,0.0,0.0,0.0,165.8698,30.8391,289.2262,258.3871,85.57,0.8
fashion-mnist,sign_flip,1.0,123,48,24,6.0,6,0,18,6,6,17.0,24.0,0.9185,0.3931,0.1256,0.1676,0.0,0.0,0.0,158.6063,24.13,255.1264,230.9964,73.08,0.8
fashion-mnist,sign_flip,1.0,123,49,24,7.0,7,1,16,8,8,16.0,24.0,0.9155,0.3415,0.1372,0.1676,0.0,1.0,1.0,164.7756,24.7843,263.9128,239.1285,73.63,0.8
fashion-mnist,sign_flip,1.0,123,50,24,4.0,4,0,20,4,4,17.0,24.0,0.922,0.2433,0.1029,0.1676,0.0,0.0,0.0,158.3383,23.8048,253.5574,229.7526,74.51,0.8
fashion-mnist,sign_flip,1.0,42,11,24,6.0,6,0,18,6,6,18.0,24.0,0.902,0.4796,0.1219,0.1503,0.0,0.0,0.0,159.4485,24.4352,257.1892,232.754,72.47,0.8
fashion-mnist,sign_flip,1.0,42,12,24,8.0,8,0,16,8,8,16.0,24.0,0.9,0.4539,0.1393,0.1503,0.0,0.0,0.0,159.1175,24.5356,257.2598,232.7242,65.97,0.8
fashion-mnist,sign_flip,1.0,42,13,24,8.0,8,0,16,8,8,16.0,24.0,0.8995,0.4761,0.1412,0.1503,0.0,0.0,0.0,170.8688,30.4422,292.6376,262.1954,60.36,0.8
fashion-mnist,sign_flip,1.0,42,14,24,10.0,10,1,13,10,10,14.0,24.0,0.9135,0.8554,0.1584,0.1503,1.0,0.0,1.0,171.4371,36.6748,318.1362,281.4614,84.65,0.8
fashion-mnist,sign_flip,1.0,42,15,24,10.0,10,0,14,10,10,14.0,24.0,0.915,0.8548,0.16,0.1503,0.0,0.0,0.0,183.6246,54.6946,402.4028,347.7082,117.0,0.8
fashion-mnist,sign_flip,1.0,42,16,24,8.0,8,0,16,8,8,15.0,24.0,0.912,0.226,0.1417,0.1503,0.0,0.0,0.0,159.5532,12.356,208.9774,196.6213,52.09,0.8
fashion-mnist,sign_flip,1.0,42,17,24,6.0,6,0,18,6,6,17.0,24.0,0.9225,0.3881,0.1184,0.1503,0.0,0.0,0.0,157.4727,24.3498,254.872,230.5222,72.08,0.8
fashion-mnist,sign_flip,1.0,42,18,24,9.0,9,0,15,9,9,15.0,24.0,0.9105,0.7172,0.1534,0.1503,0.0,0.0,0.0,164.4743,30.2349,285.4137,255.1789,77.95,0.8
fashion-mnist,sign_flip,1.0,42,19,24,8.0,8,1,15,8,8,16.0,24.0,0.906,0.5504,0.1413,0.1503,1.0,0.0,1.0,157.7436,24.4012,255.3486,230.9474,71.63,0.8
fashion-mnist,sign_flip,1.0,42,20,24,7.0,7,0,17,7,7,16.0,24.0,0.906,0.2793,0.1321,0.1503,0.0,0.0,0.0,158.3139,24.7491,257.3103,232.5612,61.98,0.8
fashion-mnist,sign_flip,1.0,42,21,24,5.0,5,0,19,5,5,18.0,24.0,0.9115,0.2498,0.1096,0.1503,0.0,0.0,0.0,159.8154,24.11,256.2554,232.1454,70.88,0.8
fashion-mnist,sign_flip,1.0,42,22,24,8.0,8,0,16,8,8,16.0,24.0,0.9195,0.5462,0.142,0.1503,0.0,0.0,0.0,165.5949,36.6031,312.0073,275.4042,86.53,0.8
fashion-mnist,sign_flip,1.0,42,23,24,7.0,7,0,17,7,7,15.0,24.0,0.918,0.4427,0.1353,0.1503,0.0,0.0,0.0,159.3066,24.4661,257.1708,232.7047,72.19,0.8
fashion-mnist,sign_flip,1.0,42,24,24,8.0,8,1,15,9,9,15.0,24.0,0.919,0.6,0.1443,0.1503,0.0,1.0,1.0,165.254,18.4917,239.2209,220.7291,61.77,0.8
fashion-mnist,sign_flip,1.0,42,25,24,6.0,6,0,18,6,6,17.0,24.0,0.9255,0.2682,0.1179,0.1503,0.0,0.0,0.0,158.8934,24.5679,257.1651,232.5971,68.56,0.8
fashion-mnist,sign_flip,1.0,42,26,24,9.0,9,0,15,9,9,15.0,24.0,0.9275,0.7216,0.1514,0.1503,0.0,0.0,0.0,176.5016,42.5414,346.6672,304.1258,118.59,0.8
fashion-mnist,sign_flip,1.0,42,27,24,5.0,5,0,19,5,5,18.0,24.0,0.918,0.2089,0.1064,0.1503,0.0,0.0,0.0,159.9858,18.2331,232.9183,214.6852,63.39,0.8
fashion-mnist,sign_flip,1.0,42,28,24,7.0,7,0,17,7,7,17.0,24.0,0.912,0.1827,0.1276,0.1503,0.0,0.0,0.0,158.8863,24.3108,256.1295,231.8187,65.28,0.8
fashion-mnist,sign_flip,1.0,42,29,24,9.0,9,0,15,9,9,15.0,24.0,0.921,0.7233,0.1578,0.1503,0.0,0.0,0.0,166.1709,42.7733,337.264,294.4907,98.26,0.8
fashion-mnist,sign_flip,1.0,42,30,24,7.0,7,0,17,7,7,17.0,24.0,0.913,0.5233,0.1312,0.1503,0.0,0.0,0.0,164.9582,30.5051,286.9787,256.4736,92.98,0.8
fashion-mnist,sign_flip,1.0,42,31,24,8.0,8,1,15,8,8,16.0,24.0,0.921,0.4994,0.1419,0.1503,1.0,0.0,1.0,158.4266,24.4365,256.1725,231.736,77.21,0.8
fashion-mnist,sign_flip,1.0,42,32,24,7.0,7,0,17,7,7,16.0,24.0,0.9245,0.4053,0.1284,0.1503,0.0,0.0,0.0,158.1416,24.7182,257.0144,232.2962,74.08,0.8
fashion-mnist,sign_flip,1.0,42,33,24,5.0,5,0,19,5,5,18.0,24.0,0.923,0.1371,0.1138,0.1503,0.0,0.0,0.0,157.7637,23.8652,253.2244,229.3592,60.4,0.8
fashion-mnist,sign_flip,1.0,42,34,24,8.0,8,1,15,8,8,15.0,24.0,0.927,0.4334,0.147,0.1503,1.0,0.0,1.0,164.1115,30.3068,285.3386,255.0319,71.45,0.8
fashion-mnist,sign_flip,1.0,42,35,24,7.0,7,2,15,7,7,17.0,24.0,0.914,0.5527,0.1332,0.1503,2.0,0.0,2.0,159.2718,24.6666,257.9382,233.2716,88.91,0.8
fashion-mnist,sign_flip,1.0,42,36,24,9.0,9,0,15,9,9,15.0,24.0,0.9215,0.7209,0.1554,0.1503,0.0,0.0,0.0,165.2345,30.8635,288.6886,257.8251,76.45,0.8
fashion-mnist,sign_flip,1.0,42,37,24,7.0,7,0,17,7,7,17.0,24.0,0.928,0.5023,0.1388,0.1503,0.0,0.0,0.0,160.6615,24.6904,259.4229,234.7326,77.9,0.8
fashion-mnist,sign_flip,1.0,42,38,24,8.0,8,0,16,8,8,16.0,24.0,0.927,0.5785,0.1489,0.1503,0.0,0.0,0.0,160.4078,24.8737,259.9024,235.0287,82.37,0.8
fashion-mnist,sign_flip,1.0,42,39,24,9.0,9,2,13,9,9,15.0,24.0,0.918,0.7228,0.1612,0.1503,2.0,0.0,2.0,159.993,25.2216,260.8794,235.6578,84.86,0.8
fashion-mnist,sign_flip,1.0,42,40,24,9.0,9,0,15,9,9,15.0,24.0,0.9215,0.72,0.1598,0.1503,0.0,0.0,0.0,165.8781,36.6231,312.3705,275.7474,88.42,0.8
fashion-mnist,sign_flip,1.0,42,41,24,8.0,8,1,15,9,9,15.0,24.0,0.931,0.55,0.1496,0.1503,0.0,1.0,1.0,158.5857,18.295,231.7655,213.4706,63.35,0.8
fashion-mnist,sign_flip,1.0,42,42,24,6.0,6,0,18,6,6,17.0,24.0,0.9315,0.3453,0.1254,0.1503,0.0,0.0,0.0,158.4266,24.6259,256.9302,232.3043,74.14,0.8
fashion-mnist,sign_flip,1.0,42,43,24,7.0,7,0,17,7,7,17.0,24.0,0.9235,0.3718,0.1385,0.1503,0.0,0.0,0.0,158.5853,24.3872,256.1339,231.7468,86.68,0.8
fashion-mnist,sign_flip,1.0,42,44,24,7.0,7,0,17,7,7,15.0,24.0,0.928,0.4114,0.1392,0.1503,0.0,0.0,0.0,159.6347,24.8942,259.2116,234.3174,77.04,0.8
fashion-mnist,sign_flip,1.0,42,45,24,6.0,6,0,18,6,6,16.0,24.0,0.924,0.1892,0.1327,0.1503,0.0,0.0,0.0,159.1145,24.2431,256.0871,231.8439,70.85,0.8
fashion-mnist,sign_flip,1.0,42,46,24,9.0,9,1,14,9,9,15.0,24.0,0.926,0.7195,0.1624,0.1503,1.0,0.0,1.0,172.0571,36.7703,319.1381,282.3679,86.87,0.8
fashion-mnist,sign_flip,1.0,42,47,24,9.0,9,0,15,9,9,15.0,24.0,0.917,0.7219,0.1583,0.1503,0.0,0.0,0.0,158.3565,36.0988,302.7516,266.6528,93.29,0.8
fashion-mnist,sign_flip,1.0,42,48,24,9.0,9,1,14,9,9,14.0,24.0,0.9245,0.7244,0.1647,0.1503,1.0,0.0,1.0,166.6558,25.0183,266.7291,241.7108,66.17,0.8
fashion-mnist,sign_flip,1.0,42,49,24,10.0,10,0,14,10,10,14.0,24.0,0.9275,0.8675,0.1724,0.1503,0.0,0.0,0.0,164.9588,53.3807,378.4817,325.101,110.26,0.8
fashion-mnist,sign_flip,1.0,42,50,24,8.0,8,1,15,8,8,15.0,24.0,0.926,0.4922,0.1526,0.1503,1.0,0.0,1.0,158.0586,24.4134,255.7121,231.2987,66.07,0.8
fashion-mnist,sign_flip,1.0,777,11,24,6.0,6,0,18,6,6,16.0,24.0,0.89,0.3058,0.1175,0.1491,0.0,0.0,0.0,159.4968,24.2657,256.5597,232.294,69.04,0.8
fashion-mnist,sign_flip,1.0,777,12,24,6.0,6,0,18,6,6,16.0,24.0,0.9095,0.5702,0.117,0.1491,0.0,0.0,0.0,159.8612,24.3924,257.4308,233.0384,72.12,0.8
fashion-mnist,sign_flip,1.0,777,13,24,9.0,9,0,15,9,9,15.0,24.0,0.904,0.7148,0.1484,0.1491,0.0,0.0,0.0,160.0143,30.7841,283.1506,252.3665,84.06,0.8
fashion-mnist,sign_flip,1.0,777,14,24,6.0,6,0,18,6,6,15.0,24.0,0.9045,0.5302,0.128,0.1491,0.0,0.0,0.0,159.604,24.389,257.1599,232.7709,70.14,0.8
fashion-mnist,sign_flip,1.0,777,15,24,5.0,5,0,19,5,5,17.0,24.0,0.9055,0.2608,0.101,0.1491,0.0,0.0,0.0,159.038,24.1231,255.5303,231.4072,60.07,0.8
fashion-mnist,sign_flip,1.0,777,16,24,6.0,6,0,18,6,6,16.0,24.0,0.9095,0.2938,0.1164,0.1491,0.0,0.0,0.0,157.8884,24.6938,256.6637,231.9699,67.76,0.8
fashion-mnist,sign_flip,1.0,777,17,24,6.0,6,1,17,7,7,16.0,24.0,0.913,0.3086,0.1154,0.1491,0.0,1.0,1.0,159.5321,24.3206,256.8144,232.4938,47.57,0.8
fashion-mnist,sign_flip,1.0,777,18,24,5.0,5,0,19,5,5,17.0,24.0,0.9085,0.2171,0.1053,0.1491,0.0,0.0,0.0,158.8666,24.1245,255.3647,231.2402,63.48,0.8
